Epoch 0 | Loss: 5.1590 | Output: 'hfhfhfhfhfhfhfhfhfhfhfhfhfhfhf'
Epoch 153 | Loss: 4.9692 | Output: ' no nononna no alna no alna no alna no alna no alna no alna '
Epoch 154 | Loss: 4.9694 | Output: ' nonna no annono anlna no annono anlna no annono anlna no an'
Epoch 155 | Loss: 4.9679 | Output: ' colna olna al annono anlna al annono anlna al annono anlna '
Epoch 156 | Loss: 4.9659 | Output: ' no conononna no al annono anlna al alla nonono cannono anln'
Epoch 157 | Loss: 4.9655 | Output: ' cono anlna al annono anlna al annono anlna al annono anlna '
Epoch 158 | Loss: 4.9647 | Output: ' nonno anlne al annono anlne al annono anlne al annono anlne'
Epoch 159 | Loss: 4.9656 | Output: ' colna al alla nononna no alna al alla nononna no alna al al'
Epoch 160 | Loss: 4.9622 | Output: ' colna al alla nononna no annono anlne alna al alla nononna '
Epoch 161 | Loss: 4.9636 | Output: ' cono anlne al annono anlne al annono anlne al annono anlne '
Epoch 162 | Loss: 4.9634 | Output: ' connono anlne al annono anlne al annono anlne al annono anl'
Epoch 163 | Loss: 4.9626 | Output: ' colla nonono colna olla nonono colna olla nonono colna olla'
Epoch 164 | Loss: 4.9608 | Output: ' connono al alla nonono conononno al alla nonono conononno a'
Epoch 165 | Loss: 4.9636 | Output: ' conononna conononna conononna conononna conononna conononna'
Epoch 166 | Loss: 4.9618 | Output: ' connono al alla nonono colne allcalna olle cono anlne allca'
Epoch 167 | Loss: 4.9575 | Output: ' cono anlne al annono al alla nonono conononna colne al anno'
Epoch 168 | Loss: 4.9595 | Output: ' cono anlne alno al alla nonono colna al alla nonono colna a'
Epoch 169 | Loss: 4.9578 | Output: ' cono anlne alno al alla nonono conono conono conono conono '
Epoch 170 | Loss: 4.9578 | Output: ' conononno al alla nonono cenolne alno al alla nonono cenoln'
Epoch 171 | Loss: 4.9572 | Output: ' conononna colne alna alnono anlne alna alnono anlne alna al'
Epoch 172 | Loss: 4.9535 | Output: ' cono anlne allnano allcanonono colna allnano allcanonono co'
Epoch 173 | Loss: 4.9554 | Output: ' conononna colne allnano allcanonono allcanonono allcanonono'
Epoch 174 | Loss: 4.9558 | Output: ' conononna colne allnano allcano annolna allnano allcano ann'
Epoch 175 | Loss: 4.9543 | Output: ' cono, e al alla nonono anlne allcano annono anlne allcano a'
Epoch 176 | Loss: 4.9530 | Output: ' conononna colne allnano allcano annolna conononna colne all'
Epoch 177 | Loss: 4.9547 | Output: ' conononna colne allnano allcano annolna al
calna al
calna a'
Epoch 178 | Loss: 4.9515 | Output: ' cononono allcanonono allcanonono allcanonono allcanonono al'
Epoch 179 | Loss: 4.9514 | Output: ' cono, e al alla nonono cella nonono cella nonono cella nono'
Epoch 180 | Loss: 4.9550 | Output: ' cono anlne allcanonono cella cononono cella cononono cella '
Epoch 181 | Loss: 4.9537 | Output: ' cononono allcano annolne allna allna allna allna allna alln'
Epoch 182 | Loss: 4.9529 | Output: ' cono anlna allnano allcano annono anlna allnano allcano ann'
Epoch 183 | Loss: 4.9504 | Output: ' cono, e allnanono anlna allnanono anlna allnanono anlna all'
Epoch 184 | Loss: 4.9485 | Output: ' cononono anlne allnano allcanonono anlne allnano allcanonon'
Epoch 185 | Loss: 4.9496 | Output: ' cono anlne alno annono anlne alno annono anlne alno annono '
Epoch 186 | Loss: 4.9499 | Output: ' cononono anlne allnano allcanonono anlne allnano allcanonon'
Epoch 187 | Loss: 4.9494 | Output: ' cono anlna allnanono anlna allnanono anlna allnanono anlna '
Epoch 188 | Loss: 4.9497 | Output: ' connono al allcelna allnanono al allcelna allnanono al allc'
Epoch 189 | Loss: 4.9482 | Output: ' connono anlna allna allna allna allna allna allna allna all'
Epoch 190 | Loss: 4.9456 | Output: ' connano allnano allnano allnano allnano allnano allnano all'
Epoch 191 | Loss: 4.9446 | Output: ' connono alle cenononne allnano alle cenononne allnano alle '
Epoch 192 | Loss: 4.9437 | Output: ' cono anlna celle cono anlna celle cono anlna celle cono anl'
Epoch 193 | Loss: 4.9518 | Output: ' al a nolla cononono anlna allna allna allna allna allna all'
Epoch 194 | Loss: 4.9466 | Output: ' connano alle cenono anlna allna allna allna allna allna all'
Epoch 195 | Loss: 4.9500 | Output: ' cononono, e allnara cononono, e allnara cononono, e allnara'
Epoch 196 | Loss: 4.9505 | Output: ' conna allna allna allna allna allna allna allna allna allna'
Epoch 197 | Loss: 4.9462 | Output: ' connano alle ceno anlna allna allna allna allna allna allna'
Epoch 198 | Loss: 4.9459 | Output: ' cono anlna annono anlna annono anlna annono anlna annono an'
Epoch 199 | Loss: 4.9462 | Output: ' cononono anlna annono anlna annono anlna annono anlna annon'
Epoch 200 | Loss: 4.9402 | Output: ' connano alle cenono anlna allna allna allna allna allna all'
Epoch 201 | Loss: 4.9413 | Output: ' conne allna allna allna allna allna allna allna allna allna'
Epoch 202 | Loss: 4.9447 | Output: ' connano alle nonono anlna allnano alle nonono anlna allnano'
Epoch 203 | Loss: 4.9410 | Output: ' connano annono a nono a nono a nono a nono a nono a nono a '
Epoch 204 | Loss: 4.9437 | Output: ' connano allnalne allnalne allnalne allnalne allnalne allnal'
Epoch 205 | Loss: 4.9409 | Output: ' connonono annonono annonono annonono annonono annonono anno'
Epoch 206 | Loss: 4.9386 | Output: ' connano annnono a nornannnono a nornannnono a nornannnono a'
Epoch 207 | Loss: 4.9409 | Output: ' conna al alle ceno al alle ceno al alle ceno al alle ceno a'
Epoch 208 | Loss: 4.9398 | Output: ' connano allnano allnano allnano allnano allnano allnano all'
Epoch 209 | Loss: 4.9366 | Output: ' connano alle no annono anlna allnara nornano nonono no anno'
Epoch 210 | Loss: 4.9346 | Output: ' connano alle cenora calla centono alle cenora calla centono'
Epoch 211 | Loss: 4.9325 | Output: ' conne al a no no al alle ce nono a no no al alle ce nono a '
Epoch 212 | Loss: 4.9380 | Output: ' conne al arnennono a norna calle ceno al alle ceno al alle '
Epoch 213 | Loss: 4.9368 | Output: ' connono anlna allnano allnano allnano allnano allnano allna'
Epoch 214 | Loss: 4.9363 | Output: ' connano celna allnano allnano allnano allnano allnano allna'
Epoch 215 | Loss: 4.9301 | Output: ' connano allnalne allnalne allnalne allnalne allnalne allnal'
Epoch 216 | Loss: 4.9335 | Output: ' connono anlne allna allna allna allna allna allna allna all'
Epoch 217 | Loss: 4.9291 | Output: ' connono anlne allna allna allna allna allna allna allna all'
Epoch 218 | Loss: 4.9374 | Output: ' nonna no ne nono anlne allna allna allna allna allna allna '
Epoch 219 | Loss: 4.9298 | Output: ' connono anlna allnano allnano allnano allnano allnano allna'
Epoch 220 | Loss: 4.9311 | Output: ' conto cono anlne anno al alle ce nono celna a nonte el alln'
Epoch 221 | Loss: 4.9313 | Output: ' connono anlne annono anlne annono anlne annono anlne annono'
Epoch 222 | Loss: 4.9285 | Output: ' connono anlna allna allna allna allna allna allna allna all'
Epoch 223 | Loss: 4.9307 | Output: ' connono annonono cenononne al arnonono cenononne al arnonon'
Epoch 224 | Loss: 4.9260 | Output: ' conto cono anno allna allna allna allna allna allna allna a'
Epoch 225 | Loss: 4.9307 | Output: ' no nornannolne allnaro callnalne allnaro callnalne allnaro '
Epoch 226 | Loss: 4.9320 | Output: ' connono ce nono ce nono ce nono ce nono ce nono ce nono ce '
Epoch 227 | Loss: 4.9348 | Output: ' ell allna allna allna allna allna allna allna allna allna a'
Epoch 228 | Loss: 4.9276 | Output: ' no no no no no no no no no no no no no no no no no no no no'
Epoch 229 | Loss: 4.9305 | Output: ' no nornannono no nornannono no nornannono no nornannono no '
Epoch 230 | Loss: 4.9254 | Output: ' norna norne nonte no nonono ne nonte no nonono ne nonte no '
Epoch 231 | Loss: 4.9247 | Output: ' norna norne nonte no norna norne nonte no norna norne nonte'
Epoch 232 | Loss: 4.9199 | Output: ' norna norne nonte no no no no no no no no no no no no no no'
Epoch 233 | Loss: 4.9197 | Output: ' no no ne no no ne no no ne no no ne no no ne no no ne no no'
Epoch 234 | Loss: 4.9244 | Output: ' no ne no ne no ne no ne no ne no ne no ne no ne no ne no ne'
Epoch 235 | Loss: 4.9176 | Output: ' nornantonno annonono ne nonte no nornantonno annonono ne no'
Epoch 236 | Loss: 4.9187 | Output: ' el cantonto no no no no no no no no no no no no no no no no'
Epoch 237 | Loss: 4.9219 | Output: ' no no no no no no no no no no no no no no no no no no no no'
Epoch 238 | Loss: 4.9269 | Output: ' norna norne norna norne norna norne norna norne norna norne'
Epoch 239 | Loss: 4.9203 | Output: ' nornanto nornanto nornanto nornanto nornanto nornanto norna'
Epoch 240 | Loss: 4.9251 | Output: ' norna norne norna norne norna norne norna norne norna norne'
Epoch 241 | Loss: 4.9161 | Output: ' nonte no ne nonte no ne nonte no ne nonte no ne nonte no ne'
Epoch 242 | Loss: 4.9169 | Output: ' norna norne norna norne norna norne norna norne norna norne'
Epoch 243 | Loss: 4.9215 | Output: ' nonne el alle no ne nono ne nono ne nono ne nono ne nono ne'
Epoch 244 | Loss: 4.9187 | Output: ' nornantonno annonono ne nonte no nonte no nonte no nonte no'
Epoch 245 | Loss: 4.9290 | Output: ' nornannonono nornannonono nornannonono nornannonono nornann'
Epoch 246 | Loss: 4.9240 | Output: ' norna norne norna norne norna norne norna norne norna norne'
Epoch 247 | Loss: 4.9158 | Output: ' nornante no nornante no nornante no nornante no nornante no'
Epoch 248 | Loss: 4.9193 | Output: ' elne alle no nornante no nornante no nornante no nornante n'
Epoch 249 | Loss: 4.9192 | Output: ' ellna,
e norna norne norna norne norna norne norna norne no'
Epoch 250 | Loss: 4.9123 | Output: ' ellna no ne nonte no ne nonte no ne nonte no ne nonte no ne'
Epoch 251 | Loss: 4.9177 | Output: ' nornantonno cenononne alno ne nonte no nornantonno cenononn'
Epoch 252 | Loss: 4.9166 | Output: ' connono ne norna norne norna norne norna norne norna norne '
Epoch 253 | Loss: 4.9132 | Output: ' contonto no ne nonte no ne nonte no ne nonte no ne nonte no'
Epoch 254 | Loss: 4.9085 | Output: ' norna norne norna norne norna norne norna norne norna norne'
Epoch 255 | Loss: 4.9106 | Output: ' norna norne norna norne norna norne norna norne norna norne'
Epoch 256 | Loss: 4.9045 | Output: ' connono ce nonte contono ce nonte contono ce nonte contono '
Epoch 257 | Loss: 4.9152 | Output: ' no ne no ne no ne no ne no ne no ne no ne no ne no ne no ne'
Epoch 258 | Loss: 4.9121 | Output: ' nonte no ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne'
Epoch 259 | Loss: 4.9093 | Output: ' contennneno centonto norne cantonto norne cantonto norne ca'
Epoch 260 | Loss: 4.9179 | Output: ' no norna norne norna norne norna norne norna norne norna no'
Epoch 261 | Loss: 4.9111 | Output: ' nonte no nerna norne nonte no nerna norne nonte no nerna no'
Epoch 262 | Loss: 4.9125 | Output: ' nonte no ne ne nono ne ne nono ne ne nono ne ne nono ne ne '
Epoch 263 | Loss: 4.9132 | Output: ' nonte contensanto no nernante no nernante no nernante no ne'
Epoch 264 | Loss: 4.9093 | Output: ' norna norne norna norne norna norne norna norne norna norne'
Epoch 265 | Loss: 4.9092 | Output: ' no ne no ne no ne no ne no ne no ne no ne no ne no ne no ne'
Epoch 266 | Loss: 4.9054 | Output: ' norna norne nonte no ne nonte no ne nonte no ne nonte no ne'
Epoch 267 | Loss: 4.9002 | Output: ' nonte no ne nonte no ne nonte no ne nonte no ne nonte no ne'
Epoch 268 | Loss: 4.9068 | Output: ' nonte nonte nonte nonte nonte nonte nonte nonte nonte nonte'
Epoch 269 | Loss: 4.9079 | Output: ' nonte no,
e cono annono ne nono ne nono ne nono ne nono ne '
Epoch 270 | Loss: 4.9031 | Output: ' norna norne norna norne norna norne norna norne norna norne'
Epoch 271 | Loss: 4.9005 | Output: ' nonte cantonno cantonno cantonno cantonno cantonno cantonno'
Epoch 272 | Loss: 4.9072 | Output: ' nonte nonte nonte nonte nonte nonte nonte nonte nonte nonte'
Epoch 273 | Loss: 4.9052 | Output: ' norne norne norne norne norne norne norne norne norne norne'
Epoch 274 | Loss: 4.9075 | Output: ' nonte no ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne'
Epoch 275 | Loss: 4.8951 | Output: ' nonte no nerna norne nonte no nerna norne nonte no nerna no'
Epoch 276 | Loss: 4.8921 | Output: ' nonte no nernante no nernante no nernante no nernante no ne'
Epoch 277 | Loss: 4.8894 | Output: ' nonte no ne nonte no ne nonte no ne nonte no ne nonte no ne'
Epoch 278 | Loss: 4.8887 | Output: ' contensano centonto nonte nonte nonte nonte nonte nonte non'
Epoch 279 | Loss: 4.8870 | Output: ' nonte no nerna norne nonte no nerna norne nonte no nerna no'
Epoch 280 | Loss: 4.8964 | Output: ' nornono centonto nornono centonto nornono centonto nornono '
Epoch 281 | Loss: 4.8951 | Output: ' nonte no ne nonte no ne nonte no ne nonte no ne nonte no ne'
Epoch 282 | Loss: 4.8932 | Output: ' nornone nore contonto no nere ellnare contonto no nere elln'
Epoch 283 | Loss: 4.9010 | Output: ' nonte nonono ne nonono ne nonono ne nonono ne nonono ne non'
Epoch 284 | Loss: 4.8908 | Output: ' nonte no ne nonte no ne nonte no ne nonte no ne nonte no ne'
Epoch 285 | Loss: 4.8949 | Output: ' nonte contonno centonto cantonno centonto cantonno centonto'
Epoch 286 | Loss: 4.8913 | Output: ' nonte no nonte no nonte no nonte no nonte no nonte no nonte'
Epoch 287 | Loss: 4.8838 | Output: ' nonte no nonte no nonte no nonte no nonte no nonte no nonte'
Epoch 288 | Loss: 4.8931 | Output: ' nonte no nonte no nonte no nonte no nonte no nonte no nonte'
Epoch 289 | Loss: 4.8859 | Output: ' nonte no ne nonte no ne nonte no ne nonte no ne nonte no ne'
Epoch 290 | Loss: 4.8822 | Output: ' nonte no nonte no nonte no nonte no nonte no nonte no nonte'
Epoch 291 | Loss: 4.8802 | Output: ' nonte no nonte no nonte no nonte no nonte no nonte no nonte'
Epoch 292 | Loss: 4.8910 | Output: ' nonte no nonte no nonte no nonte no nonte no nonte no nonte'
Epoch 293 | Loss: 4.8817 | Output: ' nonte no,
o contonno contonno contonno contonno contonno co'
Epoch 294 | Loss: 4.8841 | Output: ' nonte contonto contonto contonto contonto contonto contonto'
Epoch 295 | Loss: 4.8891 | Output: ' nonte no nonono nerenono nerenono nerenono nerenono nerenon'
Epoch 296 | Loss: 4.8826 | Output: ' nonte nonte nonte nonte nonte nonte nonte nonte nonte nonte'
Epoch 297 | Loss: 4.8777 | Output: ' nonte contonto contento contento contento contento contento'
Epoch 298 | Loss: 4.8803 | Output: ' nonte no nonte no nonte no nonte no nonte no nonte no nonte'
Epoch 299 | Loss: 4.8790 | Output: ' nonte contonsano contonsano contonsano contonsano contonsan'
Epoch 300 | Loss: 4.8794 | Output: ' nonte no nonte no nonte no nonte no nonte no nonte no nonte'
Epoch 301 | Loss: 4.8825 | Output: 'ntonno contonno contonno contonno contonno contonno contonno'
Epoch 302 | Loss: 4.8844 | Output: ' nonte contonsano contonsano contonsano contonsano contonsan'
Epoch 303 | Loss: 4.8737 | Output: ' nonte no nonte no nonte no nonte no nonte no nonte no nonte'
Epoch 304 | Loss: 4.8725 | Output: ' nonte contonsano contonsano contonsano contonsano contonsan'
Epoch 305 | Loss: 4.8754 | Output: 'ntonno centonto nonte no nonte no nonte no nonte no nonte no'
Epoch 306 | Loss: 4.8708 | Output: 'ntonno,
o contonto no nonte no nonte no nonte no nonte no no'
Epoch 307 | Loss: 4.8729 | Output: 'nsono contonno contonno contonno contonno contonno contonno '
Epoch 308 | Loss: 4.8683 | Output: ' nonte no nonte no nonte no nonte no nonte no nonte no nonte'
Epoch 309 | Loss: 4.8673 | Output: ' nonte ,
o contonsa contonsa contonsa contonsa contonsa cont'
Epoch 310 | Loss: 4.8660 | Output: 'nto contonto contonto contonto contonto contonto contonto co'
Epoch 311 | Loss: 4.8702 | Output: ', e contonca, e allnare contonca, e allnare contonca, e alln'
Epoch 312 | Loss: 4.8666 | Output: ' nonte contonsano contonsano contonsano contonsano contonsan'
Epoch 313 | Loss: 4.8610 | Output: ' nonte contonsano contonsano contonsano contonsano contonsan'
Epoch 314 | Loss: 4.8601 | Output: 'nte contonca,
o contonca,
o contonca,
o contonca,
o contonca'
Epoch 315 | Loss: 4.8591 | Output: ' nonte ,
o contonsa contonsa contonsa contonsa contonsa cont'
Epoch 316 | Loss: 4.8657 | Output: ' nonte contonsa, e contonsa, e contonsa, e contonsa, e conto'
Epoch 317 | Loss: 4.8587 | Output: ' nonte no nonte no nonte no nonte no nonte no nonte no nonte'
Epoch 318 | Loss: 4.8604 | Output: 'nto contonsa, e contonsa, e contonsa, e contonsa, e contonsa'
Epoch 319 | Loss: 4.8645 | Output: 'nto conte no no cento, e alle no conte no no cento, e alle n'
Epoch 320 | Loss: 4.8635 | Output: 'nto contonsa, e allnara conte, e arnonono contonsa, e allnar'
Epoch 321 | Loss: 4.8590 | Output: ' nonte ,
o contonsa, e alle no contonsa, e alle no contonsa,'
Epoch 322 | Loss: 4.8595 | Output: 'nto contanscentonto contanscentonto contanscentonto contansc'
Epoch 323 | Loss: 4.8785 | Output: ' nonte ,
ce nonte ,
ce nonte ,
ce nonte ,
ce nonte ,
ce nont'
Epoch 324 | Loss: 4.8689 | Output: ' nonte ,
o cono ellcantonsano contonsano contonsano contonsa'
Epoch 325 | Loss: 4.8618 | Output: 'ntonno, e contononono contononono contononono contononono co'
Epoch 326 | Loss: 4.8687 | Output: ' nonte contonscento, e alle contonscento, e alle contonscent'
Epoch 327 | Loss: 4.8592 | Output: 'ntonno contoncanto,
o contoncanto,
o contoncanto,
o contonca'
Epoch 328 | Loss: 4.8543 | Output: ' nonte ,
o contonscento contonscento contonscento contonscen'
Epoch 329 | Loss: 4.8520 | Output: ' nonte ,
o conto, e conto, e conto, e conto, e conto, e cont'
Epoch 330 | Loss: 4.8498 | Output: ' nonte ,
ce nonte ,
ce nonte ,
ce nonte ,
ce nonte ,
ce nont'
Epoch 331 | Loss: 4.8482 | Output: ' nonte ,
ce nsasoncasnono, e contonscento, e contonscento, e'
Epoch 332 | Loss: 4.8504 | Output: ' nonte contonscento,
cantonsa, e allcano ellcantonsa, e allc'
Epoch 333 | Loss: 4.8473 | Output: 'nto contonscento, e allcano ellcanscento, e allcano ellcansc'
Epoch 334 | Loss: 4.8479 | Output: ' nonte contonscento, e allnano contonscento, e allnano conto'
Epoch 335 | Loss: 4.8515 | Output: 'nto, e alle contonca,
cento,
canlne ante contonca,
cento,
ca'
Epoch 336 | Loss: 4.8582 | Output: ' nonte contanncano ellcansie , esono cantansi, e alle contan'
Epoch 337 | Loss: 4.8505 | Output: ' no conto, e allcano ellne conto, e allcano ellne conto, e a'
Epoch 338 | Loss: 4.8531 | Output: ' nonte ,
censnensa conte, e allcano ellcantonsa, e contonsi,'
Epoch 339 | Loss: 4.8486 | Output: 'nto, e allncae nono contannnano contannnano contannnano cont'
Epoch 340 | Loss: 4.8477 | Output: ' nono contonsi, e allcano ellne contonsi, e allcano ellne co'
Epoch 341 | Loss: 4.8440 | Output: ' nonte ,
cento, e contonscento, e contonscento, e contonscen'
Epoch 342 | Loss: 4.8509 | Output: ' nono conte conto, e alle conto, e alle conto, e alle conto,'
Epoch 343 | Loss: 4.8405 | Output: 'nto contonsi, e allcano ellcansie cantonsa, e allcano ellcan'
Epoch 344 | Loss: 4.8379 | Output: ' conto, e allcano ellne, e allcano ellne, e allcano ellne, e'
Epoch 345 | Loss: 4.8343 | Output: ' nono conto, e allcano ellne conto, e allcano ellne conto, e'
Epoch 346 | Loss: 4.8428 | Output: 'nto, e allcano ellne, e allcano ellne, e allcano ellne, e al'
Epoch 347 | Loss: 4.8550 | Output: ' conto, e conto, e conto, e conto, e conto, e conto, e conto'
Epoch 348 | Loss: 4.8584 | Output: ' no contanscento, e conto, e conto, e conto, e conto, e cont'
Epoch 349 | Loss: 4.8460 | Output: ' contonsi, e allcano ellcantonsi, e allcano ellcantonsi, e a'
Epoch 350 | Loss: 4.8374 | Output: ' conto, e allcano ento, e allcano ento, e allcano ento, e al'
Epoch 351 | Loss: 4.8371 | Output: ' nonte ,
centono contonsi, e allcano ento, e allcano ento, e'
Epoch 352 | Loss: 4.8360 | Output: 'nto conto, e allcano ellne conto, e allcano ellne conto, e a'
Epoch 353 | Loss: 4.8322 | Output: ' contonsi, e allcano ellne contonsi, e allcano ellne contons'
Epoch 354 | Loss: 4.8325 | Output: ' conto, e allcano ento, e allcano ento, e allcano ento, e al'
Epoch 355 | Loss: 4.8283 | Output: ' nonte ,
censnente ,
censnente ,
censnente ,
censnente ,
cen'
Epoch 356 | Loss: 4.8272 | Output: ' nonte ,
cento, e conto, e conto, e conto, e conto, e conto,'
Epoch 357 | Loss: 4.8408 | Output: 'nte contonsi, e contonsi, e contonsi, e contonsi, e contonsi'
Epoch 358 | Loss: 4.8465 | Output: ' no collcansie , ed a ntono contanne contanne contanne conta'
Epoch 359 | Loss: 4.8421 | Output: ' no contanncano ellna collcano ellna collcano ellna collcano'
Epoch 360 | Loss: 4.8316 | Output: ' contonsi, e allcano ellcansrenoncano ellcansrenoncano ellca'
Epoch 361 | Loss: 4.8276 | Output: ' conto, e conto, e conto, e conto, e conto, e conto, e conto'
Epoch 362 | Loss: 4.8344 | Output: ' conto, e conto, e conto, e conto, e conto, e conto, e conto'
Epoch 363 | Loss: 4.8439 | Output: 'nto contanncano ento contanncano ento contanncano ento conta'
Epoch 364 | Loss: 4.8417 | Output: ' contonsi, e allna collcansie ,
censne, e allna collcansie ,'
Epoch 365 | Loss: 4.8454 | Output: ' contanno contanno contanno contanno contanno contanno conta'
Epoch 366 | Loss: 4.8359 | Output: 'nto contannne, e allncanto,
cansnente ,
censnente ,
censnent'
Epoch 367 | Loss: 4.8261 | Output: ' nonte ,
censnente ,
censnente ,
censnente ,
censnente ,
cen'
Epoch 368 | Loss: 4.8189 | Output: ' conto, e conto, e conto, e conto, e conto, e conto, e conto'
Epoch 369 | Loss: 4.8187 | Output: ' conto, e conto, e conto, e conto, e conto, e conto, e conto'
Epoch 370 | Loss: 4.8189 | Output: ' conto, e allcano ellcansie conto, e allcano ellcansie conto'
Epoch 371 | Loss: 4.8172 | Output: ' contonsi, e allcano ellcansie contonsi, e allcano ellcansie'
Epoch 372 | Loss: 4.8174 | Output: ' conta, e alne conta, e alne conta, e alne conta, e alne con'
Epoch 373 | Loss: 4.8106 | Output: ' conto, e allcano ellna collcansreno collcansreno collcansre'
Epoch 374 | Loss: 4.8131 | Output: ' conta, e allcano ento conta, e allcano ento conta, e allcan'
Epoch 375 | Loss: 4.8145 | Output: ' conta, e alne conta, e alne conta, e alne conta, e alne con'
Epoch 376 | Loss: 4.8177 | Output: 'nto, e allcano ento, e allcano ento, e allcano ento, e allca'
Epoch 377 | Loss: 4.8170 | Output: ' conta, e allcano ento conta, e allcano ento conta, e allcan'
Epoch 378 | Loss: 4.8137 | Output: ' conta, e allcano ento conta, e allcano ento conta, e allcan'
Epoch 379 | Loss: 4.8276 | Output: ' nono contanno collcano ellcansrento contanno collcano ellca'
Epoch 380 | Loss: 4.8115 | Output: ' conta, e allcano ento conta, e allcano ento conta, e allcan'
Epoch 381 | Loss: 4.8260 | Output: ' conto, e allcano ento, e allcano ento, e allcano ento, e al'
Epoch 382 | Loss: 4.8186 | Output: ' conta, e allcano ento, e allcano ento, e allcano ento, e al'
Epoch 383 | Loss: 4.8074 | Output: ' conto, e allcano ento, e allcano ento, e allcano ento, e al'
Epoch 384 | Loss: 4.8061 | Output: ' contonsne, e allcano ento, e allcano ento, e allcano ento, '
Epoch 385 | Loss: 4.8048 | Output: ' conto, e allcano ento, e allcano ento, e allcano ento, e al'
Epoch 386 | Loss: 4.8027 | Output: ' conta, e allcano ento, e allcano ento, e allcano ento, e al'
Epoch 387 | Loss: 4.7995 | Output: ' conta, e allcano ento, e allcano ento, e allcano ento, e al'
Epoch 388 | Loss: 4.7970 | Output: 'nto, e allcano ento, e allcano ento, e allcano ento, e allca'
Epoch 389 | Loss: 4.8046 | Output: ' ntonsi, e allcano ento, e allcano ento, e allcano ento, e a'
Epoch 390 | Loss: 4.8145 | Output: ' contannna, e contannna, e contannna, e contannna, e contann'
Epoch 391 | Loss: 4.8333 | Output: 'nto, e allcano ento, e allcano ento, e allcano ento, e allca'
Epoch 392 | Loss: 4.8161 | Output: ' conta, e alle conta, e alle conta, e alle conta, e alle con'
Epoch 393 | Loss: 4.8291 | Output: ' nono cantonsa,
cantonsa,
cantonsa,
cantonsa,
cantonsa,
cant'
Epoch 394 | Loss: 4.8081 | Output: ' conta,
cassonte conta,
cassonte conta,
cassonte conta,
cass'
Epoch 395 | Loss: 4.7966 | Output: ' nono canto,
callcano conta, e allna, e allna, e allna, e al'
Epoch 396 | Loss: 4.7945 | Output: ' conta, e allcano ento, e allcano ento, e allcano ento, e al'
Epoch 397 | Loss: 4.7939 | Output: ' conta, e allcano ento, e allcano ento, e allcano ento, e al'
Epoch 398 | Loss: 4.7956 | Output: ' conta, e allcano ento, e allcano ento, e allcano ento, e al'
Epoch 399 | Loss: 4.7994 | Output: ' conta, e allcano ento, e conta, e allcano ento, e conta, e '
Epoch 400 | Loss: 4.7974 | Output: ' conta, e allcano ensne conta, e allcano ensne conta, e allc'
Epoch 401 | Loss: 4.8002 | Output: ' conta, e allcano ento, e conta, e allcano ento, e conta, e '
Epoch 402 | Loss: 4.7945 | Output: ' cono e,
cansne, e conta conta conta conta conta conta conta'
Epoch 403 | Loss: 4.7984 | Output: ' conta, e allcano ento conta, e allcano ento conta, e allcan'
Epoch 404 | Loss: 4.8059 | Output: ' conta, e conta, e conta, e conta, e conta, e conta, e conta'
Epoch 405 | Loss: 4.8115 | Output: ' cono ensae cono ensae cono ensae cono ensae cono ensae cono'
Epoch 406 | Loss: 4.8022 | Output: ',
cento,
canto,
canto,
canto,
canto,
canto,
canto,
canto,
ca'
Epoch 407 | Loss: 4.7968 | Output: ' nono canto,
callcano ento, e conta, e allcano ento, e conta'
Epoch 408 | Loss: 4.7906 | Output: ' conta, e alle conta, e alle conta, e alle conta, e alle con'
Epoch 409 | Loss: 4.7827 | Output: ' conta, e alle canto,
cantonsi, e conta, e alle canto,
canto'
Epoch 410 | Loss: 4.7840 | Output: ' conta, e allcano ento ccolna,
e conta, e allcano ento ccoln'
Epoch 411 | Loss: 4.7932 | Output: ' conta, e al e
gnora conte, e al e
gnora conte, e al e
gnora'
Epoch 412 | Loss: 4.7805 | Output: ' conta, e allcano ento ccolna,
e conta, e allcano ento ccoln'
Epoch 413 | Loss: 4.7800 | Output: ' conta, e allcano ento ccolna,
e conta, e allcano ento ccoln'
Epoch 414 | Loss: 4.7754 | Output: ' nono canto,
canto,
canto,
canto,
canto,
canto,
canto,
canto'
Epoch 415 | Loss: 4.7783 | Output: ' conta conto, e alle conta conto, e alle conta conto, e alle'
Epoch 416 | Loss: 4.7681 | Output: ' conta, e allcano ento, e allcano ento, e allcano ento, e al'
Epoch 417 | Loss: 4.7716 | Output: ' nono canto,
callcano ento ccolna,
e conta, e allcano ento c'
Epoch 418 | Loss: 4.7695 | Output: ' conta, e allcano ento conta, e allcano ento conta, e allcan'
Epoch 419 | Loss: 4.7641 | Output: ' conta, e alle conta, e alle conta, e alle conta, e alle con'
Epoch 420 | Loss: 4.7629 | Output: ' conta, e alle conta, e alle conta, e alle conta, e alle con'
Epoch 421 | Loss: 4.7740 | Output: ' conta conto conta conto conta conto conta conto conta conto'
Epoch 422 | Loss: 4.7643 | Output: ' nto conta conta conta conta conta conta conta conta conta c'
Epoch 423 | Loss: 4.7606 | Output: ' nto conta conto conta conto conta conto conta conto conta c'
Epoch 424 | Loss: 4.7636 | Output: ' conta, e alle ra conta, e alle ra conta, e alle ra conta, e'
